-6.000000000000000000e+00,4.056856502854500057e-01
-5.878787878787878896e+00,3.913453385802780904e-01
-5.757575757575757791e+00,4.003517127586389002e-01
-5.636363636363636687e+00,4.340412068171296545e-01
-5.515151515151515582e+00,4.903512065576146606e-01
-5.393939393939393590e+00,5.640554129105603831e-01
-5.272727272727272485e+00,6.474159677525159751e-01
-5.151515151515151381e+00,7.311675171204433665e-01
-5.030303030303030276e+00,8.057049247374153955e-01
-4.909090909090909172e+00,8.623196582452563597e-01
-4.787878787878788067e+00,8.943234429313599021e-01
-4.666666666666666075e+00,8.979124545585597250e-01
-4.545454545454544970e+00,8.726591856879054587e-01
-4.424242424242423866e+00,8.215677410485561216e-01
-4.303030303030302761e+00,7.506853394020283066e-01
-4.181818181818181657e+00,6.683207656794015739e-01
-4.060606060606060552e+00,5.839718481370573810e-01
-3.939393939393939448e+00,5.071020188402755036e-01
-3.818181818181818343e+00,4.459256854592112962e-01
-3.696969696969696795e+00,4.063609267220257282e-01
-3.575757575757575690e+00,3.912860828262131330e-01
-3.454545454545454586e+00,4.001970159829452700e-01
-3.333333333333333037e+00,4.293093703972230557e-01
-3.212121212121211933e+00,4.720919249517543381e-01
-3.090909090909090828e+00,5.201607223828965676e-01
-2.969696969696969724e+00,5.644164535378449754e-01
-2.848484848484848619e+00,5.962757482448072244e-01
-2.727272727272727071e+00,6.088347379827715455e-01
-2.606060606060605966e+00,5.978121167975513073e-01
-2.484848484848484862e+00,5.621477768395840569e-01
-2.363636363636363313e+00,5.041781602979142907e-01
-2.242424242424242209e+00,4.293648563776085725e-01
-2.121212121212121104e+00,3.456114363461212924e-01
-2.000000000000000000e+00,2.622574149950784861e-01
-1.878787878787878896e+00,1.888805040014269743e-01
-1.757575757575757791e+00,1.340634518358641558e-01
-1.636363636363636687e+00,1.042864588039179030e-01
-1.515151515151514694e+00,1.030897997217361806e-01
-1.393939393939393590e+00,1.306160187057585076e-01
-1.272727272727272485e+00,1.835914919441831994e-01
-1.151515151515151381e+00,2.557497666789796953e-01
-1.030303030303030276e+00,3.386413820822436471e-01
-9.090909090909091717e-01,4.227244055650477561e-01
-7.878787878787880672e-01,4.985932760339965020e-01
-6.666666666666660745e-01,5.581855247511892104e-01
-5.454545454545449701e-01,5.958089005546369776e-01
-4.242424242424238656e-01,6.088549717340385747e-01
-3.030303030303027612e-01,5.981063316793231444e-01
-1.818181818181816567e-01,5.675977295841558856e-01
-6.060606060606055223e-02,5.240498235567815355e-01
6.060606060606055223e-02,4.759501764432184090e-01
1.818181818181816567e-01,4.324022704158440034e-01
3.030303030303027612e-01,4.018936683206768001e-01
4.242424242424247538e-01,3.911450282659613698e-01
5.454545454545458583e-01,4.041910994453632444e-01
6.666666666666669627e-01,4.418144752488111227e-01
7.878787878787880672e-01,5.014067239660034980e-01
9.090909090909091717e-01,5.772755944349521329e-01
1.030303030303030276e+00,6.613586179177562974e-01
1.151515151515151381e+00,7.442502333210202492e-01
1.272727272727273373e+00,8.164085080558172169e-01
1.393939393939394478e+00,8.693839812942418810e-01
1.515151515151515582e+00,8.969102002782639582e-01
1.636363636363636687e+00,8.957135411960821525e-01
1.757575757575757791e+00,8.659365481641357887e-01
1.878787878787878896e+00,8.111194959985730257e-01
2.000000000000000000e+00,7.377425850049215139e-01
2.121212121212121104e+00,6.543885636538786521e-01
2.242424242424242209e+00,5.706351436223914275e-01
2.363636363636363313e+00,4.958218397020857093e-01
2.484848484848484418e+00,4.378522231604161652e-01
2.606060606060605522e+00,4.021878832024488037e-01
2.727272727272726627e+00,3.911652620172283989e-01
2.848484848484849508e+00,4.037242517551927756e-01
2.969696969696970612e+00,4.355835464621552466e-01
3.090909090909091717e+00,4.798392776171035989e-01
3.212121212121212821e+00,5.279080750482457729e-01
3.333333333333333925e+00,5.706906296027771663e-01
3.454545454545455030e+00,5.998029840170548965e-01
3.575757575757576134e+00,6.087139171737868670e-01
3.696969696969697239e+00,5.936390732779741608e-01
3.818181818181818343e+00,5.540743145407887038e-01
3.939393939393939448e+00,4.928979811597244964e-01
4.060606060606060552e+00,4.160281518629426190e-01
4.181818181818181657e+00,3.316792343205984261e-01
4.303030303030302761e+00,2.493146605979716934e-01
4.424242424242423866e+00,1.784322589514439061e-01
4.545454545454544970e+00,1.273408143120945968e-01
4.666666666666667851e+00,1.020875454414401640e-01
4.787878787878788955e+00,1.056765570686402922e-01
4.909090909090910060e+00,1.376803417547441399e-01
5.030303030303031164e+00,1.942950752625853261e-01
5.151515151515152269e+00,2.688324828795574106e-01
5.272727272727273373e+00,3.525840322474848021e-01
5.393939393939394478e+00,4.359445870894402830e-01
5.515151515151515582e+00,5.096487934423853394e-01
5.636363636363636687e+00,5.659587931828703455e-01
5.757575757575757791e+00,5.996482872413610998e-01
5.878787878787878896e+00,6.086546614197220206e-01
6.000000000000000000e+00,5.943143497145499943e-01
